Scenario,TotalPoints,NumDUs,MediaRUsPerDU,DP_RUsPerDU,MediaBandwidthPerDU,DP_BandwidthPerDU,TotalLinkDistanceKM,MediaLinkDistance,DP_LinkDistance
ilp_mincpu,130,29,4.482758620689655,0.9494618646961631,394.82758620689657,65.06154721575852,159.4771522212843,1.5789817051612312,1.3147139972520878
ilp_minlink,130,29,4.482758620689655,0.5085476277156079,394.82758620689657,37.28468563969974,100.877518903425,0.9987873158754949,0.528085495892282
ilp_minmaxsched,130,29,4.482758620689655,0.5085476277156079,394.82758620689657,20.28734469268472,115.02283541232012,1.1388399545774268,0.6938065561364497
ilp_minmemory,130,29,4.482758620689655,0.9494618646961631,394.82758620689657,65.06154721575852,183.26703387049423,1.8145250878266757,1.453088257102067
ilp_minpower,130,29,4.482758620689655,0.9863601796204502,394.82758620689657,73.12517104522962,161.74473638436024,1.6014330335085172,1.3270052015848932
